entry_time,exit_time,entry_price,exit_price,position_type,pnl,exit_type
2025-10-23 15:30:00,2025-10-24 12:30:00,3882.57,4018.45995,short,-1358.8994999999977,止损
2025-10-27 03:15:00,2025-10-27 09:00:00,4225.55,4183.2945,short,422.5550000000021,止盈
2025-10-27 14:15:00,2025-10-27 15:15:00,4124.52,4165.765200000001,long,412.45200000000295,止盈
2025-10-27 19:00:00,2025-10-28 20:45:00,4183.5,4037.0775,long,-1464.2250000000013,止损
2025-11-04 20:45:00,2025-11-04 22:15:00,3178.5,3210.285,long,317.84999999999854,止盈
2025-11-10 01:45:00,2025-11-10 04:30:00,3644.42,3607.9758,short,364.4419999999991,止盈
2025-11-14 05:00:00,2025-11-14 11:45:00,3191.0,3159.09,short,319.09999999999854,止盈
2025-11-18 10:45:00,2025-11-18 14:30:00,3053.84,3084.3784,long,305.3839999999991,止盈
2025-11-20 13:45:00,2025-11-20 15:30:00,3022.89,2992.6611,short,302.28900000000067,止盈
2025-12-01 17:00:00,2025-12-02 14:15:00,2745.44,2841.5303999999996,short,-960.9039999999959,止损
2025-12-03 01:45:00,2025-12-03 18:15:00,3027.84,3133.8143999999998,short,-1059.743999999996,止损
2025-12-10 17:30:00,2025-12-10 19:00:00,3355.1,3388.651,long,335.5099999999993,止盈
2025-12-14 20:00:00,2025-12-15 01:45:00,3063.15,3093.7815,long,306.3149999999996,止盈
2025-12-19 16:30:00,2025-12-20 00:45:00,3007.06,2976.9894,short,300.70600000000013,止盈
